debtor_nik,debtor_name,debtor_gender,debtor_birth_place,debtor_age,debtor_address,debtor_zip,debtor_rt,debtor_rw,debtor_marital_status,debtor_occupation,debtor_company,debtor_number
5988476809614093,"Cut Ghaliyati Prayoga, S.Ked",perempuan,"Sumatera Utara, 30-01-1963",60,"Jl. Kutisari Selatan No. 84
Blitar, Aceh 46350",46350,13,11,Menikah,Pengusaha,Perum Mayasari Hakim (Persero) Tbk,+62 (73) 050 6279
5067488860654228,Abyasa Laksita,laki-laki,"Gorontalo, 29-06-1960",63,"Jl. Kutisari Selatan No. 96
Bogor, KU 02565",02565,10,10,Cerai hidup,Profesional,Perum Pratiwi Lazuardi,+62 (29) 476 7842
6473513690482193,Tania Hidayat,laki-laki,"Kalimantan Tengah, 09-06-1999",24,"Jalan M.T Haryono No. 977
Tual, MA 49608",49608,9,16,Belum menikah,Pengusaha,PD Haryanto Marbun (Persero) Tbk,+62 (027) 930 9754
6465095008797497,"dr. Gaiman Kuswandari, M.Kom.",laki-laki,"Sumatera Selatan, 09-04-1967",56,"Gang Setiabudhi No. 14
Tanjungpinang, Gorontalo 43342",43342,4,14,Cerai hidup,Profesional,PD Marbun Tbk,+62 (0027) 722 5085
2629017280124445,Asmianto Waluyo,perempuan,"Nusa Tenggara Barat, 09-08-1973",50,"Jl. R.E Martadinata No. 00
Tegal, Sumatera Selatan 04570",04570,7,6,Cerai mati,Pegawai Negeri,UD Nasyiah,+62-0727-563-4945
8262783718305184,Drs. Anastasia Wibowo,laki-laki,"Jawa Timur, 13-01-1977",46,"Jl. Pasteur No. 30
Meulaboh, ST 76986",76986,10,2,Belum menikah,Buruh,UD Situmorang,+62 (0184) 599 2651
9307141457053485,Hj. Jane Padmasari,perempuan,"Sumatera Barat, 10-03-1969",54,"Jl. HOS. Cokroaminoto No. 77
Metro, BE 74342",74342,8,20,Menikah,Pegawai Swasta,Perum Utama Hidayat,+62-019-163-8490
2955603028672876,"R. Patricia Purwanti, S.E.",perempuan,"Jawa Timur, 04-10-1996",27,"Jalan Kebonjati No. 20
Sibolga, KS 70324",70324,3,19,Menikah,Pengusaha,UD Maulana,+62 (921) 464 3397
3206702812227928,Carla Nainggolan,perempuan,"Papua, 20-01-1978",45,"Gang Pacuan Kuda No. 43
Pekalongan, SN 26754",26754,19,10,Menikah,Profesional,CV Simbolon Tbk,+62 (0119) 879-5240
4995747208137982,Bakiman Mansur,laki-laki,"Kalimantan Utara, 24-10-1961",62,"Jl. Suniaraja No. 48
Bekasi, Kalimantan Utara 06028",06028,11,19,Cerai hidup,Buruh,CV Wacana,+62 (073) 761 8133
7179161917993251,"Cengkal Hidayanto, S.I.Kom",laki-laki,"Kalimantan Tengah, 21-12-1961",62,"Gang Soekarno Hatta No. 926
Kediri, DKI Jakarta 44059",44059,14,4,Cerai mati,Pengusaha,UD Adriansyah (Persero) Tbk,+62 (23) 291-2009
1822108792428241,KH. Warta Fujiati,perempuan,"Banten, 16-04-1972",51,"Gang Joyoboyo No. 4
Sorong, Aceh 45351",45351,10,16,Cerai hidup,Buruh,PD Santoso Narpati,+62-039-748-8533
2101777454653028,Wirda Narpati,perempuan,"Kepulauan Riau, 09-02-1970",53,"Gang Kiaracondong No. 3
Malang, Kepulauan Riau 25001",25001,16,14,Menikah,Pegawai Swasta,UD Anggriawan Mustofa (Persero) Tbk,+62 (86) 169-8401
9870356610868658,Zulaikha Wacana,perempuan,"Sumatera Barat, 03-07-1977",46,"Gang Sukajadi No. 6
Bima, Aceh 30658",30658,17,17,Menikah,Buruh,PD Irawan Tbk,+62 (0826) 980-2499
9702980208060733,H. Taufik Laksmiwati,laki-laki,"Kalimantan Tengah, 21-06-1989",34,"Jl. Sadang Serang No. 6
Bandar Lampung, MA 70494",70494,9,3,Cerai hidup,Profesional,Perum Palastri Putra Tbk,+62 (004) 326 2057
8571323203193285,"Mulya Fujiati, M.TI.",perempuan,"Jawa Tengah, 01-07-1973",50,"Gg. Sukabumi No. 09
Banjar, Aceh 43488",43488,19,10,Cerai hidup,Pengusaha,Perum Padmasari Tbk,+62 (251) 455-8031
2464636870946327,"T. Liman Namaga, S.Psi",perempuan,"Kepulauan Bangka Belitung, 15-03-1988",35,"Gg. Waringin No. 080
Singkawang, Kalimantan Utara 55523",55523,16,10,Menikah,Pengusaha,PD Padmasari Firmansyah,+62-075-007-6890
1422460184695228,"Hairyanto Megantara, S.Ked",laki-laki,"Jambi, 20-02-1983",40,"Jl. Ciwastra No. 23
Tanjungbalai, Nusa Tenggara Timur 63052",63052,15,3,Belum menikah,Pengusaha,CV Hassanah Tbk,+62-011-302-4092
7315275151886420,Harsana Mandala,perempuan,"Riau, 19-05-1981",42,"Jl. Lembong No. 477
Singkawang, Jambi 76379",76379,14,13,Cerai mati,Pegawai Negeri,PD Oktaviani (Persero) Tbk,+62-96-750-1587
7666363969432016,"KH. Tirtayasa Laksita, S.IP",perempuan,"Jambi, 29-03-1963",60,"Gg. Raya Ujungberung No. 583
Samarinda, BE 00498",00498,18,18,Belum menikah,Pegawai Negeri,PT Nugroho Wibowo,+62 (436) 300 4829
8744601866332192,Puti Maida Nababan,perempuan,"Nusa Tenggara Barat, 06-08-1985",38,"Gang Ir. H. Djuanda No. 3
Bima, Jambi 32819",32819,14,3,Cerai mati,Buruh,PD Ardianto Hariyah,+62 (0233) 924-6091
5253301757552930,Sutan Vero Nainggolan,perempuan,"Sumatera Selatan, 17-06-1961",62,"Gg. Yos Sudarso No. 974
Binjai, Kepulauan Bangka Belitung 37770",37770,16,6,Menikah,Buruh,PT Melani,+62-96-426-5154
6042617802662798,Kajen Namaga,laki-laki,"Kepulauan Bangka Belitung, 04-11-1980",43,"Gg. Ir. H. Djuanda No. 5
Yogyakarta, MU 24613",24613,15,3,Cerai mati,Pengusaha,UD Rajata Maulana,+62 (30) 446 1800
3403688612028139,Lukita Permata,laki-laki,"Papua, 28-03-1984",39,"Gang Abdul Muis No. 69
Madiun, Sulawesi Selatan 45353",45353,20,8,Cerai hidup,Pengusaha,PD Sitompul Kuswandari,+62-04-318-3860
6760565402016183,Yulia Samosir,perempuan,"Kalimantan Barat, 30-07-1998",25,"Gang Monginsidi No. 6
Banjar, Kalimantan Barat 62770",62770,13,14,Menikah,Pegawai Swasta,Perum Nasyiah Sudiati (Persero) Tbk,+62 (067) 542-2776
1785826791508377,"Ir. Mariadi Wibowo, S.Sos",perempuan,"Kalimantan Barat, 17-06-1970",53,"Gg. Rumah Sakit No. 335
Manado, Maluku Utara 89976",89976,19,18,Cerai hidup,Pegawai Negeri,Perum Riyanti Wulandari,+62 (058) 440-5671
7450415959027514,Amelia Yulianti,perempuan,"Riau, 24-10-1965",58,"Gang Dipatiukur No. 2
Banjarmasin, SU 30182",30182,8,8,Cerai mati,Pegawai Swasta,PT Hutapea,+62 (64) 082-7948
7609985406011254,Eman Handayani,laki-laki,"Nusa Tenggara Barat, 15-06-1976",47,"Gang Rajawali Barat No. 4
Depok, Jambi 20444",20444,5,10,Menikah,Profesional,PD Winarsih Kuswandari,+62-190-629-8972
3463884756076445,Widya Aryani,perempuan,"Papua Barat, 11-04-1993",30,"Gg. W.R. Supratman No. 08
Bengkulu, KU 93258",93258,1,7,Belum menikah,Profesional,PD Oktaviani Winarno,+62 (0355) 693 9002
7902593414400442,Drs. Ganep Megantara,perempuan,"Sulawesi Utara, 17-12-1960",63,"Gg. Jend. A. Yani No. 29
Balikpapan, GO 38717",38717,16,12,Belum menikah,Pegawai Swasta,PT Suryatmi Tbk,+62-0425-196-2943
9332807491369781,"Prayoga Lestari, M.Farm",perempuan,"DI Yogyakarta, 04-08-1999",24,"Jalan S. Parman No. 74
Bekasi, DKI Jakarta 11140",11140,12,1,Menikah,Pegawai Swasta,UD Nasyidah Tbk,+62-030-322-3834
3626963091273199,Cemplunk Mulyani,laki-laki,"Lampung, 30-09-1979",44,"Gg. Setiabudhi No. 9
Pekanbaru, KR 47002",47002,10,17,Cerai mati,Pegawai Negeri,CV Pratiwi Ramadan Tbk,+62-716-947-1921
3286609899665457,"Ajeng Suwarno, S.T.",laki-laki,"Bali, 24-10-1988",35,"Gg. Rumah Sakit No. 0
Bekasi, KB 30014",30014,6,1,Cerai mati,Profesional,PD Adriansyah,+62 (0125) 402 1054
8407051472785720,Kusuma Hidayat,laki-laki,"Sulawesi Utara, 30-03-1966",57,"Gang Rajawali Timur No. 37
Mataram, KI 05609",05609,13,17,Menikah,Pengusaha,Perum Hariyah Yuniar,+62 (007) 782 8055
2060674298176122,Cahyadi Saputra,laki-laki,"Kepulauan Riau, 21-03-1994",29,"Jl. Suryakencana No. 734
Kota Administrasi Jakarta Utara, DI Yogyakarta 89681",89681,9,18,Cerai mati,Pengusaha,PT Prayoga Haryanto,+62-0858-489-2082
1405592821614313,"drg. Hilda Hariyah, S.I.Kom",laki-laki,"Jawa Timur, 11-05-1991",32,"Gg. BKR No. 2
Batu, Jawa Timur 15807",15807,7,9,Belum menikah,Pegawai Swasta,Perum Yolanda,+62 (031) 881-1436
8723817482621008,Kajen Dongoran,perempuan,"Jambi, 11-02-1997",26,"Jalan Tubagus Ismail No. 634
Mataram, SG 98107",98107,12,19,Menikah,Pegawai Negeri,UD Sinaga Tbk,+62 (97) 023 5664
5265428811012777,"Rahman Yuliarti, S.H.",laki-laki,"Riau, 13-06-1992",31,"Gang Kendalsari No. 870
Padang, KR 79108",79108,15,8,Menikah,Buruh,PT Fujiati Sitorus,+62 (24) 744 4878
2361287549858477,"Kambali Wasita, M.Ak",laki-laki,"Kalimantan Barat, 25-01-1964",59,"Jl. Lembong No. 45
Denpasar, Sumatera Utara 92526",92526,1,3,Belum menikah,Profesional,CV Thamrin,+62 (11) 642-2980
4385268345146973,Karen Hartati,laki-laki,"Jawa Tengah, 26-06-1997",26,"Gang Medokan Ayu No. 23
Sibolga, Jawa Barat 75839",75839,9,15,Menikah,Buruh,PT Mulyani,+62 (0773) 537 5147
5360648089731700,Oskar Wijayanti,perempuan,"Sumatera Barat, 26-04-1980",43,"Jalan Monginsidi No. 218
Purwokerto, DKI Jakarta 19626",19626,2,8,Belum menikah,Profesional,PT Megantara,+62-41-370-3897
2789556523841835,Chandra Mayasari,laki-laki,"Sulawesi Utara, 07-10-1970",53,"Gg. Rumah Sakit No. 894
Tangerang Selatan, KI 55473",55473,4,10,Belum menikah,Pengusaha,PD Budiman (Persero) Tbk,+62 (866) 282-8666
9811104489751888,Cut Intan Yuniar,perempuan,"Kalimantan Selatan, 01-10-1989",34,"Jl. Cikutra Barat No. 05
Surakarta, Kalimantan Utara 54661",54661,10,12,Belum menikah,Pengusaha,Perum Pradipta,+62 (50) 737-6963
6819289746440469,KH. Mitra Nainggolan,perempuan,"DKI Jakarta, 14-12-1979",44,"Jalan Abdul Muis No. 452
Tasikmalaya, Sulawesi Barat 43734",43734,19,14,Belum menikah,Pengusaha,CV Kuswoyo (Persero) Tbk,+62-012-991-4574
5185645875856299,Estiono Pranowo,laki-laki,"Kalimantan Utara, 15-09-1974",49,"Gang Pasirkoja No. 547
Metro, SU 83713",83713,9,11,Cerai mati,Pegawai Negeri,Perum Sihombing Mandasari (Persero) Tbk,+62-087-943-3904
2942076515269379,"H. Chandra Prasetya, S.E.I",laki-laki,"Kepulauan Riau, 09-08-1981",42,"Gg. Jend. Sudirman No. 267
Prabumulih, Sumatera Selatan 16323",16323,19,12,Cerai mati,Profesional,Perum Yulianti Mardhiyah (Persero) Tbk,+62 (032) 925 8721
2569545179513812,Wira Sirait,perempuan,"Aceh, 08-09-1962",61,"Jalan Ahmad Yani No. 9
Tanjungpinang, SN 11344",11344,17,1,Cerai mati,Pegawai Negeri,UD Padmasari Wacana Tbk,+62 (44) 039 6055
4942848216624170,Cinthia Natsir,laki-laki,"Sulawesi Tengah, 16-08-1992",31,"Gang Laswi No. 621
Parepare, KI 76807",76807,13,6,Cerai mati,Pengusaha,Perum Hidayanto (Persero) Tbk,+62 (007) 843 7328
8910735965641514,T. Warta Tarihoran,laki-laki,"Nusa Tenggara Timur, 02-06-1973",50,"Jl. Pasteur No. 433
Tanjungpinang, KR 53592",53592,3,13,Cerai mati,Pegawai Negeri,PT Santoso Prayoga,+62-91-118-7983
5047962838764090,"Jasmin Permata, S.E.",laki-laki,"Maluku, 14-07-1974",49,"Jalan Jayawijaya No. 970
Tangerang, MA 02700",02700,3,13,Belum menikah,Pegawai Negeri,PD Santoso,+62 (364) 785 0255
2154538625700083,drg. Anastasia Gunarto,laki-laki,"Sulawesi Tenggara, 27-11-1994",29,"Gg. H.J Maemunah No. 70
Salatiga, BT 26655",26655,2,5,Cerai hidup,Buruh,PT Uwais Mandala,+62 (0529) 154-4036
7775833072410149,Ir. Umi Yuniar,perempuan,"Kepulauan Bangka Belitung, 10-03-1966",57,"Gg. Pasteur No. 99
Cilegon, Papua 21726",21726,9,1,Cerai mati,Profesional,UD Halimah Hutasoit Tbk,+62 (68) 016-1349
3700108679659177,Galar Suwarno,laki-laki,"Papua Barat, 15-12-1995",28,"Gg. Gedebage Selatan No. 3
Pasuruan, KB 59320",59320,12,16,Cerai mati,Pengusaha,PD Waskita (Persero) Tbk,+62 (060) 929-8063
8306732341158649,"Ir. Karen Santoso, S.H.",laki-laki,"Jawa Barat, 09-05-1985",38,"Gg. Sukabumi No. 009
Prabumulih, Sulawesi Utara 19761",19761,11,8,Menikah,Buruh,PD Dongoran (Persero) Tbk,+62 (08) 697-9926
3936104855177118,Yani Saragih,laki-laki,"Jawa Timur, 27-06-1977",46,"Jl. Yos Sudarso No. 497
Tomohon, DI Yogyakarta 43775",43775,9,19,Belum menikah,Profesional,PT Irawan Andriani,+62-520-413-0046
1753130108321335,Cahyo Sihombing,perempuan,"Sumatera Selatan, 01-02-1988",35,"Jl. KH Amin Jasuta No. 6
Kotamobagu, KU 54009",54009,5,19,Cerai hidup,Pengusaha,UD Wahyuni,+62 (014) 893-2218
7054859301699556,Artanto Sirait,laki-laki,"Gorontalo, 17-05-1975",48,"Jalan Tebet Barat Dalam No. 071
Pekanbaru, Kepulauan Riau 05599",05599,18,7,Cerai mati,Profesional,UD Mangunsong Mayasari,+62 (082) 252-8259
9081188626477276,"Olga Prayoga, S.Pd",perempuan,"Sulawesi Utara, 20-07-1970",53,"Gg. Setiabudhi No. 023
Probolinggo, YO 68537",68537,10,12,Cerai hidup,Profesional,PD Budiman Simbolon Tbk,+62 (043) 956-0434
3577974287442251,Yusuf Rahmawati,perempuan,"Kalimantan Barat, 04-06-1987",36,"Jl. Pasteur No. 739
Gorontalo, PA 19247",19247,8,9,Cerai hidup,Pegawai Swasta,PT Mandasari Lailasari,+62 (0076) 870-7585
9108474602119497,T. Garda Setiawan,laki-laki,"Kalimantan Barat, 21-11-1964",59,"Jalan Monginsidi No. 90
Ambon, SN 62114",62114,4,10,Cerai hidup,Pengusaha,PT Hardiansyah Mahendra (Persero) Tbk,+62-0832-771-0221
5455047071489334,"Ir. Pia Suartini, M.Farm",laki-laki,"Riau, 12-11-1980",43,"Gang Ahmad Dahlan No. 0
Palu, KU 16879",16879,20,7,Menikah,Buruh,CV Anggriawan Yuliarti,+62-0074-360-5772
1723109153682195,Prabu Santoso,laki-laki,"Sulawesi Selatan, 07-01-1965",58,"Jalan HOS. Cokroaminoto No. 1
Tanjungbalai, SB 95729",95729,15,7,Belum menikah,Pengusaha,PT Safitri Mangunsong Tbk,+62 (88) 525 0117
9996335512816627,Bakianto Latupono,laki-laki,"Kalimantan Timur, 19-10-1961",62,"Gang Dipenogoro No. 832
Lhokseumawe, Bali 36237",36237,11,17,Menikah,Pegawai Swasta,CV Palastri Wahyuni,+62 (033) 531 8948
1636031920554679,"drg. Maya Siregar, S.E.I",laki-laki,"Sulawesi Barat, 26-06-1983",40,"Jalan Bangka Raya No. 3
Bima, Sulawesi Selatan 60628",60628,16,18,Cerai hidup,Buruh,Perum Wasita Purnawati Tbk,+62 (68) 433-4520
5418011964186101,"Widya Napitupulu, S.T.",laki-laki,"Kalimantan Selatan, 06-08-1993",30,"Gg. S. Parman No. 8
Singkawang, JK 09043",09043,1,5,Cerai hidup,Pengusaha,Perum Haryanto Hartati (Persero) Tbk,+62 (84) 721 0556
1336890750972968,"Najam Budiman, S.Sos",laki-laki,"Jawa Barat, 16-12-1962",61,"Gang Joyoboyo No. 62
Surabaya, Nusa Tenggara Barat 98816",98816,8,18,Cerai mati,Pengusaha,CV Pratama Saptono,+62 (043) 130 4263
3968444190927202,"Pandu Haryanto, M.Farm",perempuan,"DI Yogyakarta, 11-11-2000",23,"Gg. Cikapayang No. 7
Sawahlunto, Aceh 44059",44059,19,15,Menikah,Pegawai Swasta,PD Nainggolan Lazuardi,+62 (040) 630 8863
6773240720619807,"T. Jaswadi Sitompul, M.Farm",laki-laki,"Maluku, 19-07-1963",60,"Jl. Pacuan Kuda No. 3
Padang, PA 67306",67306,11,18,Menikah,Pegawai Negeri,Perum Tampubolon Simbolon Tbk,+62-63-629-3305
5130680605866410,Ir. Among Hastuti,perempuan,"Aceh, 15-12-1992",31,"Jl. Waringin No. 48
Balikpapan, RI 76754",76754,5,19,Cerai hidup,Buruh,Perum Wahyudin (Persero) Tbk,+62 (007) 678 1046
2186911965437281,Zulaikha Fujiati,perempuan,"Maluku, 19-10-1968",55,"Jalan M.H Thamrin No. 862
Tasikmalaya, Papua 13126",13126,9,1,Cerai hidup,Buruh,UD Suryatmi Novitasari Tbk,+62 (0749) 141-3940
2407912789814103,"Ami Maheswara, S.Ked",perempuan,"Sulawesi Tengah, 06-04-1966",57,"Gg. Monginsidi No. 772
Banjar, PA 91747",91747,2,16,Menikah,Buruh,UD Mayasari,+62 (053) 132 2827
9070926666897021,Jefri Sitompul,laki-laki,"Kepulauan Bangka Belitung, 01-04-1997",26,"Jalan Rungkut Industri No. 78
Medan, KT 27425",27425,19,11,Menikah,Profesional,UD Santoso,+62-051-357-9125
8457326617981499,Ridwan Wulandari,perempuan,"Jawa Barat, 05-11-2000",23,"Gg. M.T Haryono No. 42
Tidore Kepulauan, KB 39408",39408,20,11,Cerai mati,Profesional,UD Sihotang Prayoga (Persero) Tbk,+62-0586-138-6645
1559272939922584,Budi Kusmawati,laki-laki,"Jawa Tengah, 21-12-1963",60,"Gang Gardujati No. 43
Bukittinggi, KS 14412",14412,13,3,Belum menikah,Profesional,PD Lazuardi (Persero) Tbk,+62-201-983-1860
3874079167564740,Ir. Shania Mangunsong,perempuan,"Sulawesi Barat, 17-05-1986",37,"Jl. Veteran No. 147
Padangpanjang, Bengkulu 78633",78633,3,14,Menikah,Pegawai Negeri,UD Hasanah Tbk,+62 (238) 921-2519
7935432194417860,Opan Rahayu,laki-laki,"Bali, 20-07-1980",43,"Gg. Siliwangi No. 95
Tidore Kepulauan, Jawa Barat 87890",87890,10,10,Belum menikah,Pegawai Swasta,PT Wacana Yulianti Tbk,+62-63-276-6204
9423244093284857,"R.M. Balamantri Sihotang, S.Gz",laki-laki,"Sulawesi Tengah, 02-08-1964",59,"Gg. Kutisari Selatan No. 48
Batu, Jambi 06221",06221,5,8,Cerai mati,Pegawai Swasta,UD Suwarno Tbk,+62-0820-751-5103
6883399394696618,Ajimin Maryadi,laki-laki,"Banten, 01-10-1965",58,"Gg. Moch. Ramdan No. 6
Cirebon, PB 48486",48486,12,13,Cerai mati,Profesional,CV Manullang,+62-234-139-6012
3940341794234222,Okto Marpaung,laki-laki,"Banten, 20-11-1987",36,"Jl. Ir. H. Djuanda No. 4
Denpasar, Banten 54003",54003,20,19,Menikah,Buruh,PD Farida Nuraini,+62 (0684) 448 3511
6189113235113398,Salman Pratiwi,perempuan,"Bali, 06-02-1996",27,"Gg. Kebonjati No. 5
Pontianak, Sulawesi Utara 70387",70387,6,1,Menikah,Pengusaha,Perum Hastuti Waskita,+62 (0486) 175 5671
9317369403004825,Vanya Saefullah,perempuan,"Maluku Utara, 13-09-1978",45,"Gang Kebonjati No. 5
Padang, KT 76948",76948,10,8,Belum menikah,Pengusaha,PD Samosir,+62 (078) 598-6252
2335423001307158,Jaka Pradana,laki-laki,"Kalimantan Selatan, 20-03-1986",37,"Gg. Dr. Djunjunan No. 620
Metro, SG 85083",85083,5,8,Menikah,Profesional,UD Saputra Sitompul (Persero) Tbk,+62-097-669-9399
5356639741543662,Tina Lestari,perempuan,"Sumatera Utara, 18-02-1970",53,"Jalan K.H. Wahid Hasyim No. 9
Tanjungpinang, Gorontalo 46196",46196,9,2,Belum menikah,Pegawai Negeri,CV Oktaviani Waskita Tbk,+62 (43) 902 1367
1783882574373785,R. Baktiadi Hardiansyah,laki-laki,"Gorontalo, 10-08-1963",60,"Gg. Cihampelas No. 2
Lubuklinggau, Bali 93047",93047,17,10,Cerai mati,Pengusaha,Perum Napitupulu (Persero) Tbk,+62 (221) 577 0443
8115605090505453,"Irma Hardiansyah, S.Pt",laki-laki,"Bengkulu, 07-05-1969",54,"Gang Sadang Serang No. 07
Tasikmalaya, RI 77849",77849,15,10,Menikah,Pegawai Swasta,PD Oktaviani (Persero) Tbk,+62 (005) 707 3846
1512734187291867,Yance Halim,perempuan,"Sulawesi Tenggara, 13-05-1995",28,"Jl. Rungkut Industri No. 8
Malang, JB 90815",90815,5,14,Menikah,Pengusaha,Perum Usada Salahudin,+62 (0619) 294 1374
7162983701170602,Ina Utami,laki-laki,"Papua, 12-07-1996",27,"Jl. Abdul Muis No. 59
Gorontalo, Bali 96238",96238,16,12,Belum menikah,Pengusaha,CV Damanik Rahayu (Persero) Tbk,+62 (0565) 760-9790
8559918905717790,Karen Hakim,laki-laki,"Nusa Tenggara Timur, 06-10-1962",61,"Jalan Wonoayu No. 50
Jayapura, Sulawesi Utara 48796",48796,7,3,Cerai hidup,Pegawai Swasta,PD Nugroho Nuraini,+62 (670) 588 0834
4445453205775276,Zulfa Najmudin,perempuan,"Nusa Tenggara Timur, 11-10-1989",34,"Jl. Veteran No. 68
Meulaboh, ST 44743",44743,6,4,Menikah,Profesional,Perum Hasanah,+62 (0912) 182-3318
5523882605077184,drg. Kayla Gunawan,laki-laki,"Jambi, 29-04-1997",26,"Jalan R.E Martadinata No. 393
Pariaman, Nusa Tenggara Barat 26751",26751,13,3,Menikah,Pegawai Swasta,PT Pradipta Permadi Tbk,+62 (24) 878-8738
3484831071091336,"Jasmin Nasyiah, S.Kom",perempuan,"Kalimantan Barat, 28-03-1964",59,"Gg. BKR No. 21
Depok, JK 65871",65871,16,10,Cerai hidup,Pegawai Negeri,UD Januar Januar,+62 (785) 144 8073
8120151967084839,"Hj. Kania Pranowo, M.Ak",laki-laki,"Jawa Barat, 17-03-2000",23,"Gg. Rumah Sakit No. 830
Ternate, DI Yogyakarta 16735",16735,17,13,Cerai mati,Buruh,PD Tampubolon,+62-058-886-7562
9600409441631756,"R.M. Wahyu Pudjiastuti, S.Pt",laki-laki,"Jambi, 25-01-1972",51,"Jl. Kapten Muslihat No. 534
Makassar, YO 73121",73121,20,16,Menikah,Profesional,UD Pertiwi Irawan (Persero) Tbk,+62 (172) 023-7759
1127236063941532,Raisa Haryanti,perempuan,"Jawa Tengah, 11-12-1999",24,"Jalan Kutisari Selatan No. 389
Langsa, SU 53028",53028,10,8,Belum menikah,Pegawai Swasta,PT Widodo,+62 (203) 138-3061
2061461707279735,Soleh Maheswara,perempuan,"Jawa Timur, 01-06-1979",44,"Jl. Suryakencana No. 187
Cirebon, Jambi 90053",90053,18,7,Cerai mati,Pengusaha,PD Gunawan Wijayanti,+62 (0351) 137-4868
8462840227438136,"R.M. Cemplunk Sitompul, S.E.I",laki-laki,"Maluku Utara, 22-08-1996",27,"Gg. Ahmad Yani No. 7
Pematangsiantar, KB 72148",72148,9,8,Menikah,Buruh,UD Purwanti Tbk,+62 (50) 607 6971
8585954957291297,Kadir Dabukke,laki-laki,"DI Yogyakarta, 17-07-1986",37,"Gang Antapani Lama No. 869
Mojokerto, Nusa Tenggara Barat 63210",63210,12,17,Menikah,Profesional,Perum Pratama Wulandari,+62-0678-258-3544
5714882602384513,Laras Sudiati,perempuan,"Sulawesi Tenggara, 14-12-1999",24,"Gg. Suryakencana No. 205
Mojokerto, SR 83693",83693,13,3,Cerai mati,Pegawai Swasta,PT Marpaung Simanjuntak Tbk,+62 (16) 504-9932
5179277798764431,"Tri Winarsih, S.Pd",laki-laki,"Lampung, 05-03-1968",55,"Gang Otto Iskandardinata No. 18
Banda Aceh, Kalimantan Barat 80654",80654,14,16,Belum menikah,Profesional,PD Waskita Agustina Tbk,+62 (044) 434-5238
3927738318188454,Hamzah Hutasoit,perempuan,"Jawa Tengah, 20-01-1976",47,"Jl. Antapani Lama No. 7
Ternate, PB 33540",33540,20,20,Menikah,Profesional,Perum Wahyuni Hardiansyah (Persero) Tbk,+62 (0313) 056-7981
7114746441033682,Maras Maryati,perempuan,"Bali, 28-03-1966",57,"Gang Antapani Lama No. 1
Cilegon, Bali 70074",70074,5,10,Belum menikah,Pegawai Swasta,Perum Rahmawati (Persero) Tbk,+62-041-145-9136
5794730845112456,Reksa Firmansyah,laki-laki,"Sumatera Barat, 17-11-1989",34,"Jalan Raya Ujungberung No. 10
Bekasi, Kalimantan Timur 84811",84811,5,10,Belum menikah,Buruh,PT Lazuardi Rahmawati Tbk,+62-053-321-9177
4580719768325948,Wahyu Wijaya,perempuan,"Kalimantan Utara, 11-01-1960",63,"Jl. Pasir Koja No. 092
Mojokerto, Jawa Tengah 52672",52672,20,19,Cerai hidup,Buruh,PD Namaga Kurniawan,+62-85-794-0494
1276027773769641,Banara Saptono,laki-laki,"Kepulauan Bangka Belitung, 21-12-1963",60,"Jl. Kebonjati No. 45
Kota Administrasi Jakarta Pusat, BT 39160",39160,1,9,Cerai mati,Pengusaha,UD Pratiwi Anggriawan,+62-0297-287-2827
3262772087119740,"Queen Sihombing, M.TI.",perempuan,"Kalimantan Utara, 18-04-1979",44,"Gang Pasteur No. 339
Sabang, JA 40876",40876,20,13,Cerai mati,Pegawai Swasta,PT Jailani Tbk,+62 (0068) 415-5131
7286995640030166,Gatra Nasyidah,perempuan,"Jawa Timur, 21-08-1973",50,"Gang Jamika No. 7
Banjar, MU 27130",27130,20,4,Cerai hidup,Pegawai Swasta,CV Dabukke Siregar Tbk,+62 (31) 447-4408
9136846807985813,Drs. Banawi Najmudin,perempuan,"Kalimantan Selatan, 11-01-1994",29,"Gang Dipenogoro No. 1
Gorontalo, MU 75076",75076,13,1,Cerai hidup,Buruh,PT Wijayanti,+62 (0082) 220 5482
9365675357693354,Praba Haryanto,perempuan,"Kalimantan Barat, 28-05-1998",25,"Gg. Tubagus Ismail No. 6
Payakumbuh, Nusa Tenggara Barat 67177",67177,5,15,Menikah,Pengusaha,Perum Usamah,+62 (0119) 312-4307
5820306288414447,Endra Thamrin,laki-laki,"Papua Barat, 15-03-1987",36,"Jl. Kapten Muslihat No. 8
Tebingtinggi, GO 04436",04436,2,20,Cerai mati,Buruh,PD Marpaung Tbk,+62 (0357) 422-8144
4168510364387726,"Restu Hakim, S.H.",laki-laki,"Nusa Tenggara Barat, 20-05-1980",43,"Jl. Medokan Ayu No. 190
Yogyakarta, Kalimantan Timur 16080",16080,17,8,Cerai mati,Pegawai Swasta,CV Tampubolon Ardianto,+62-835-933-9349
5309095094423456,drg. Syahrini Napitupulu,laki-laki,"Sulawesi Tengah, 19-10-1961",62,"Jalan Astana Anyar No. 93
Lhokseumawe, Kalimantan Tengah 50303",50303,18,7,Cerai hidup,Profesional,PT Mustofa Firgantoro,+62-33-138-9830
3360297244064525,Marsito Dongoran,perempuan,"Sumatera Utara, 15-07-1965",58,"Gg. Jayawijaya No. 4
Subulussalam, Sumatera Barat 48837",48837,13,10,Belum menikah,Pegawai Swasta,Perum Yuliarti,+62 (037) 721-6120
